post,bully
Are you still shy to talk about sex Nope What d ya mean Still shy,0
Are you stubborn very much so when it comes to things i believe in or think i should stand up for,0
are you studying or working Studying to be a nurse Working to save the world with kindness 3,0
Are you telling the truth if you lie in bed your good haha,0
are you the ideal person that you want to be if not what would you do to about it Yes I believe so I try to be kind to everyone and make the world a little bit better somehow,0
Are you the kind of friend that you would want to have as a friend Definantly I just haven t found anyone like me,0
are you the person you want to be Most of the time,0
are you the person you want to be Most of the time Sometimes I wish I could be more for others but At the time My hands are tied with money and trying to get ahead,0
Are you vain No I tend to feel a self importance but it s certianly not fake I don t believe so,0
Are you vegetarian Nope I don t eat much meat actually but I don t think I need to label myself to eat what I want when I want it lol I lovee me some veggies 3,0
Are you willing to travel for your dream job yes,0
are you working Not currently,0
Are your days full and fastu2013paced they used to be and i like them to be that way but any more with timothy in my life they arent,0
Are your dreams mostly sweet or bad weird not sweet but not really bad just weird like putting potatoes in the refriderator or thinkin the world is ending and im dancing in weird clothes or jumping around yelling in public hahaha so weird i know,0
are your parents on facebook Nope,0
Are your underwear and socks folded in your drawer or just thrown in folded,0
Are your underwear and socks folded in your drawer or just thrown in FOldeD,0
Are yu shy when yu first meet people or are yu the one who always sparks up the conversation It really depends on my mood and the type of people im around Im very good at starting conversations but if Im around someone else thats doing a lot of talking I may just be a bit backwards cause I don t like to steal the light,0
as a kid did you have a collection of anything Shayla   s pawpaw buys her a kids Harley shirt from every store he stops at I collected beanie babies when i was younger loved them had cases for them and everything,0
as soon as you turned on your computer what website do you go to first well today it was formspring but usually facebook,0
aww coolr yew seem cool Thnks,0
Be honest Do you have a song by Ozzy Osbourne in your library Nope,0
BEAUTIFUL background Shay agrees D r What   s your worst habit Haha thanks lady r Worst habit giving everyone the benefit of the doubt,0
Beetles taste like apples Do you still like apples Lovee them I wanna taste a beetle then,0
Being an atheist means we dont need to believe We choose to believe either because their is no proof or because god has done nothing for us We may not believe in god but we do believe there is good reason to not believe he exists No Being Atheist is someone who denies the existence of God Period And you asked my opinion so please don t argue my opinion about something I don t personally care about anyways If you want to be athiest then be it If you don t then don t I don t care r Its your life,0
besides english what other languages can you speak spanish,0
besides the country where you currently live which country you want to spend the rest of your life america is where i want to spend the rest of my life but i wouldnt mind living in the phillipines for a while backpack in the european countries for a year or so and then travel around to the southern america countries like peru and aruba to see mayan ruins and jungleness D I have plenty of place i want to see Egypt Bangkok Paris,0
Between a man and a woman who cheats more why Idk I think it swings both ways pretty strongly The human race is never satisfied and I believe that both sexes have the tendencey to cheat At all ages and for all reasons,0
boxers or briefs or boxer briefs lol I wear undies dude hahaha,0
Bright room or dark room Dark I am a vampire I am a vampire,0
Bugs Bunny or Mickey Mouse Whats up doc,0
Camping with a ton of friends or hotel with a few friends Camping,0
Can bald men get lice nope,0
Can crop circles be square yes if square aliens came to see us hahaha or if the tractors would get more creative one of the two,0
can i get a encore do you want more encore encore suree hahaha,0
can i smell ur feet Nopee mr anonymouser,0
Can someone honestly be thinking about nothing I don   t think it   s possible BUT that could just be me Sometimes if your daydreaming but then your daydreaming so its not nothing haha,0
can u name an animal that is orange yes i just cant spell it lol r orangatang hahahahha,0
Can we be in two places at once Yes Standing over the border line Ive been in Ohio and indiana at the same time,0
can you cook Can you see the moon at night Sometimes hahha,0
Can you cross your eyes yes but i dont like to i have this crazy fear of thinking if i just do it one more time my eyes will be stuck like that and i should lf just been satisfied with knowing i did it the last time hahaha im a weirdo but ya never know ya know,0
Can you do a cartwheel Yes i just did one the other day haha,0
Can you do push ups yup sure can,0
Can you draw pictures well I love to draw I took 3 years of Studio Art in HS and you had to turn in a portfolio to get in the class,0
Can you drive a manual shift vehicle no i suck,0
Can you drive a motorcycle in my head,0
Can you go underwater without holding your nose yes haha neat trait of mine i can plug my nose with my lips,0
Can you name one person who has the same first and last initials as you Thomas Gibson He s an actor,0
can you pls ask me some questions Shore I d be happy too,0
Can you ride a horse I have before but its been a while I can do anything,0
Can you roll your tongue Yes and do the fourleaf clover thing,0
can you see my halo nahh,0
Can you skip rocks I am the master at skippping rocks,0
Can you sleep in jeans I can sleep in anything when im really tired lol,0
Can you sometimes finish someone else   s sentence yes my sister all the time,0
Can you tell if someone is lying to you Usually I can,0
Can you tie your shoes more than one way yeah if i tried,0
Cheesecake or brownies You can only pick one to have for the rest of your life cheesecake hmmmm yes cheesecake raspberry swirl cheesecake,0
Cheetos or Fritos Cheetos Soo cheeseyyy,0
Chocolate or vanilla vanilla,0
choose be cross eyed person or be a cripple cross eyed haha,0
Christina Aguilera or Lady Gaga Christina always,0
Cleveland not bad haha,0
close your eyes and count until 10 NOW what went through your mind be honest Well that wasn t fair because I was eating while reading this question so when I closed my eyes I just thought about how awesome this sandwiche is tasting hahahaha yum,0
comedy or horror movies comedy,0
Concert you went to that you will never forget carrie underwood concert it was awesome,0
cooool riddleee Dr did you gooogleeee it to find it or yes haha,0
Could you would you eat a caterpillar yes if i was starving theyre filled with lots of juicy vitamins,0
Could you ever shoot someone if they were trying to kill you possibly,0
Could you go out in public looking like you do now Most definantly Im in gym shorts and a tank no makeup and ready to run hahaha but unfortunately formspring is keeping me inside hahahaha,0
Could you visit and comment u00bfPodru00edais visitar mi blog u00bfquu00e9 os parece http contandolospetalos blogspot com,0
